Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber
#PERK SFX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_belch,,,zombie\perks\perkacola\burp.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,63,63,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_perk_swallow,,,zombie\perks\perkacola\swallow.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,63,63,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_perk_deny,,,zombie\perks\perkacola\deny.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,63,63,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_bottle_dispense,,,zombie\perks\perkacola\dispense.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,63,63,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_perk_bottle_open,,,zombie\perks\perkacola\open.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,63,63,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evt_bottle_break,,,zombie\perks\perkacola\break.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,63,63,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_machine_loop,,,zombie\perks\machine\hum_loop.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,55,55,50,350,351,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##zmb_perks_bump_bottle,,,zombie\perks\machine\bump.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# GENERIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##zmb_cha_ching,,,zombie\generic\purchase.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,70,70,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##zmb_no_cha_ching,,,zombie\generic\no_purchase.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,70,70,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# zmb_weap_wall,,,zombie\generic\weapon.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,70,70,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_building_lp,,,wpn\zmb_building_lp.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,55,55,50,350,351,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MUSIC BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#zmb_lid_close,,,wpn\zod_box_close.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#zmb_lid_open,,,wpn\zod_box_open.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$zmb_music_box,,,wpn\weapon_cycle.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,65,65,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# PACK A PUNCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_packa_knuckle_0,,,zombie\pack_a_punch\knuckle_00.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_packa_knuckle_1,,,zombie\pack_a_punch\knuckle_01.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_packa_upgrade,,,zombie\pack_a_punch\upgrade.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_packa_ready,,,zombie\pack_a_punch\ready.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_packa_loop,,,zombie\pack_a_punch\pap_loop.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_packa_ticktock,,,zombie\pack_a_punch\loop.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zmb_perks_packa_deny,,,zombie\pack_a_punch\deny.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# mus_perks_packa_jingle,,,zombie\pack_a_punch\mus_packapunch_jingle.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# mus_perks_packa_sting,,,zombie\pack_a_punch\packa_sting.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,60,60,50,400,401,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ====== NSZ Common Sounds =====
	nsz_deny,,,_NSZ\common\deny.wav,,,UIN_MOD,,,,,,,,,0,0,100,100,0,200,200,,,,,,,,,,,,,,,,3d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	# ====== Kino Teleporter =======
	kino_teleport_2d,,,_NSZ\Kino_Tele\teleport_2d_fnt_PCM.wav,,,UIN_MOD,,,,,,,,,0,0,80,80,0,1000,1000,,,,,,,,,,,,,,,,2d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	kino_top_spark,,,_NSZ\Kino_Tele\top_spark_00_PCM.wav,,,UIN_MOD,,,,,,,,,0,0,80,80,0,1000,1000,,,,,,,,,,,,,,,,3d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	kino_activate_start,,,_NSZ\Kino_Tele\activate_start_PCM.wav,,,UIN_MOD,,,,,,,,,0,0,80,80,0,1000,1000,,,,,,,,,,,,,,,,3d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	kino_arc_loop,,,_NSZ\Kino_Tele\arc_loop_00_l_PCM.wav,,,UIN_MOD,,,,,,,,,0,0,80,80,0,1000,1000,,,,,,,,,,,,,,,,3d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	kino_beam_fx,,,_NSZ\Kino_Tele\beam_fx_PCM.wav,,,UIN_MOD,,,,,,,,,0,0,80,80,0,1000,1000,,,,,,,,,,,,,,,,3d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	kino_cooldown,,,_NSZ\Kino_Tele\cooldown_PCM.wav,,,UIN_MOD,,,,,,,,,0,0,75,75,0,1000,1000,,,,,,,,,,,,,,,,2d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	kino_activate_finish,,,_NSZ\Kino_Tele\activate_finish_PCM.wav,,,UIN_MOD,,,,,,,,,0,0,80,80,0,1000,1000,,,,,,,,,,,,,,,,3d,front,,NONLOOPING,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MADE BY GRAFFITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CREDITS TO HITMANVERE FOR A FEW MISSING ALIASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# GUN SOUNDS & CRAFT SOUNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PPSh-41
wpn_smg_ppsh_fire_plr,,,wpn\wpn_smg_ppsh_loop.wav,,,GRP_WPN,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_npc,,,wpn\wpn_smg_ppsh_loop.wav,,,GRP_WPN,,,,,BUS_FX,,,,,,35,40,50,400,401,,,,,10,oldest,2,oldest,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_pap_plr,,,wpn\wpn_smg_ppsh_pap_loop.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_3p,,,,90,90,,,,,,,,,,,,,,,,,,,2d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_smg_ppsh_fire_pap_npc,,,wpn\wpn_smg_ppsh_pap_loop.wav,,,GRP_WPN,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#HG-40
fly_mp40_mag_out,,,wpn\mp40_mag_out.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mp40_mag_in,,,wpn\mp40_mag_in.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mp40_bolt_lock,,,wpn\mp40_charge.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mp40_bolt_release,,,wpn\mp40_charge.wav,,,UIN_MOD,,,,,,grp_weapon,snp_wpn_1p,,,,95,95,,,,,,,,,,,,,,,,,,,2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ray Gun Mark 3
wpn_rg_mk3_fire_rh_plr,,,wpn\wpn_mk3_rh_fire.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,83,85,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_rh_npc,,,wpn\wpn_mk3_rh_fire.wav,,,GRP_WPN,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_rh_last_plr,,,wpn\wpn_mk3_rh_fire_last.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,90,100,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_rh_last_npc,,,wpn\wpn_mk3_rh_fire_last.wav,,,GRP_WPN,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_lh_plr,,,wpn\wpn_mk3_lh_fire.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,83,85,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_rg_mk3_fire_lh_npc,,,wpn\wpn_mk3_lh_fire.wav,,,GRP_WPN,,,,,,grp_weapon_3p,snp_wpn_3p,,,,83,85,1,1000,,,,,,,,,,,,,,,,,3d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_lh_first,,,wpn\fly_mkiii_reload_lh_first.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,83,85,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_rh_first,,,wpn\fly_mkiii_reload_rh_first.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,83,85,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_lh_gears,,,wpn\fly_mkiii_reload_lh_gears.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,75,85,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_rh,,,wpn\fly_mkiii_reload.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,83,85,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_mk3_reload_lh,,,wpn\fly_mkiii_reload_lh_00.wav,,,GRP_WPN,,,,,,grp_weapon,snp_wpn_1p_shot,,,,83,85,,,,,,,,,,,,,,,,,,,2d,,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ORBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_created,,,wpn\energy\raygun_mark_3\orb\created\wpn_mk3_orb_creation_00.wav,,,UIN_MOD,,,,,BUS_FX,,,,80,,87,87,50,800,801,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_loop_activated,,,wpn\energy\raygun_mark_3\orb\activated\wpn_mk3_orb_activated_loop.wav,,,UIN_MOD,,,,,BUS_FX,,,,80,,95,95,50,800,801,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_disappear,,,wpn\energy\raygun_mark_3\orb\disappear\wpn_mk3_orb_disappear.wav,,,UIN_MOD,,,,,BUS_FX,,,,80,,87,87,50,800,801,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_loop,,,\wpn\energy\raygun_mark_3\orb\loop\wpn_mk3_orb_loop.wav,,,UIN_MOD,,,,,BUS_FX,,,,80,,95,95,50,800,801,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,LOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark_far,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_00.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,800,800,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark_far,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_01.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,800,800,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark_far,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_02.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,800,800,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpn_mk3_orb_zark_far,,,wpn\energy\raygun_mark_3\orb\damage\wpn_orb_damage_03.wav,,,UIN_MOD,,,,,BUS_FX,,,,,,80,80,50,800,800,,,,,3,oldest,,,1,1,,,,,,3d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

#Rocket shield
fly_riotshield_zm_impact_zombies,,,wpn\riot_shield_impact04.wav,,,GRP_WPN,,,,,BUS_FX,,,,,,75,80,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fly_rocketshield_hit_zombie,,,wpn\riot_shield_impact04.wav,,,GRP_WPN,,,,,BUS_FX,,,,,,90,95,,,,,,,,,oldest,,,1,1,,,,,,2d,wpn_all,,NONLOOPING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
